frame,avg_intensity,finger_presence_flag
373,235.60672268907564,0
374,237.3253781512605,0
375,237.3344537815126,0
376,237.19226890756303,0
377,237.330756302521,0
378,237.0712605042017,0
379,237.2131092436975,0
380,237.60302521008404,0
381,237.70050420168067,0
382,237.88235294117646,0
383,238.11126050420168,0
384,238.33109243697479,0
385,238.44168067226892,0
386,238.5364705882353,0
387,238.56974789915967,0
388,238.82285714285715,0
389,238.96638655462183,0
390,239.59361344537814,0
391,238.21546218487396,0
392,235.3344537815126,0
393,235.04806722689077,0
394,235.1489075630252,0
395,237.11966386554622,0
396,236.4820168067227,0
397,236.57512605042018,0
398,236.74084033613445,0
399,236.7290756302521,0
400,237.06588235294117,0
401,237.0379831932773,0
402,237.04504201680672,0
403,237.4742857142857,0
404,237.89210084033613,0
405,238.0346218487395,0
406,238.22084033613444,0
407,238.38655462184875,0
408,238.66487394957983,0
409,238.9220168067227,0
410,238.95025210084034,0
411,239.02621848739497,0
412,239.39394957983194,0
413,239.60268907563025,0
414,238.69411764705882,0
415,237.50084033613444,0
416,236.24302521008403,0
417,235.7912605042017,0
418,235.45747899159664,0
419,235.55731092436974,0
420,237.68773109243696,0
421,237.49781512605043,0
422,237.67327731092436,0
423,237.6964705882353,0
424,237.51226890756303,0
425,237.61344537815125,0
426,238.10991596638655,0
427,238.130756302521,0
428,238.43798319327732,0
429,238.63226890756303,0
430,239.03563025210084,0
431,239.16436974789917,0
432,239.43731092436974,0
433,238.38420168067228,0
434,239.24302521008403,0
435,239.40235294117647,0
436,239.41243697478993,0
437,239.6890756302521,0
438,239.08773109243697,0
439,238.72638655462185,0
440,237.13378151260505,0
441,236.0668907563025,0
442,235.47058823529412,0
443,235.58386554621848,0
444,237.58823529411765,0
445,237.66084033613444,0
446,237.69613445378153,0
447,237.6420168067227,0
448,237.46084033613445,0
449,237.63193277310924,0
450,237.6820168067227,0
451,237.74218487394958,0
452,238.11025210084034,0
453,238.1633613445378,0
454,238.4527731092437,0
455,238.92403361344537,0
456,238.81512605042016,0
457,238.93344537815125,0
458,239.19865546218486,0
459,239.44268907563026,0
460,239.60605042016806,0
461,239.56873949579833,0
462,236.6494117647059,0
463,235.59563025210085,0
464,235.22420168067228,0
465,235.1509243697479,0
466,236.70420168067227,0
467,236.72605042016806,0
468,236.6094117647059,0
469,236.709243697479,0
470,236.8473949579832,0
471,237.06285714285715,0
472,236.9781512605042,0
473,237.00873949579832,0
474,237.45579831932773,0
475,237.95764705882354,0
476,237.84168067226892,0
477,238.0668907563025,0
478,238.42117647058822,0
479,238.63260504201682,0
480,239.23126050420169,0
481,239.18319327731092,0
482,239.09344537815127,0
483,239.76806722689076,0
484,239.5216806722689,0
485,237.39193277310923,0
486,235.87058823529412,0
487,235.21378151260504,0
488,234.9653781512605,0
489,237.2689075630252,0
490,236.91899159663865,0
491,237.19529411764705,0
492,237.5566386554622,0
493,237.49882352941177,0
494,237.54823529411766,0
495,237.81344537815127,0
496,237.98823529411766,0
497,238.2272268907563,0
498,238.88873949579832,0
499,238.97512605042016,0
500,239.25310924369748,0
501,239.29243697478992,0
502,239.23260504201681,0
503,239.65882352941176,0
504,239.8127731092437,0
505,239.32470588235293,0
506,239.47394957983192,0
507,239.30084033613446,0
508,239.14084033613446,0
509,238.03865546218486,0
510,236.93344537815125,0
511,236.29210084033613,0
512,235.9858823529412,0
513,235.84840336134454,0
514,238.06521008403362,0
515,238.02420168067226,0
516,237.99126050420168,0
517,237.97882352941176,0
518,237.95731092436975,0
519,238.11126050420168,0
520,238.258487394958,0
521,238.34890756302522,0
522,238.53310924369748,0
523,238.78420168067228,0
524,239.26453781512606,0
525,239.1381512605042,0
526,239.40067226890756,0
527,239.97008403361343,0
528,239.62487394957984,0
529,238.43428571428572,0
530,239.0813445378151,0
531,238.36336134453782,0
532,236.68504201680673,0
533,235.60033613445378,0
534,235.17411764705884,0
535,235.24033613445377,0
536,237.72168067226892,0
537,237.77781512605043,0
538,237.61310924369747,0
539,237.64470588235295,0
540,237.8403361344538,0
541,237.5959663865546,0
542,237.89378151260505,0
543,237.98252100840335,0
544,238.60840336134453,0
545,238.71731092436974,0
546,239.0272268907563,0
547,239.1798319327731,0
548,239.1744537815126,0
549,239.23663865546217,0
550,239.35529411764705,0
551,239.5852100840336,0
552,238.6057142857143,0
553,239.2564705882353,0
554,238.94521008403362,0
555,237.85714285714286,0
556,236.64806722689076,0
557,235.75865546218486,0
558,235.51663865546217,0
559,235.78184873949579,0
560,237.93781512605042,0
561,237.87025210084033,0
562,238.27596638655461,0
563,238.17613445378151,0
564,238.09310924369748,0
565,238.1455462184874,0
566,238.50655462184875,0
567,238.6181512605042,0
568,239.17142857142858,0
569,239.3089075630252,0
570,239.6379831932773,0
571,239.73848739495799,0
572,239.9509243697479,0
573,238.8057142857143,0
574,239.59361344537814,0
575,239.55193277310926,0
576,239.7872268907563,0
577,240.07529411764705,0
578,239.7166386554622,0
579,236.33142857142857,0
580,234.98857142857142,0
581,234.50890756302522,0
582,234.46857142857144,0
583,236.9526050420168,0
584,237.1838655462185,0
585,237.35529411764705,0
586,236.8020168067227,0
587,236.82319327731093,0
588,237.22991596638656,0
589,237.2346218487395,0
590,237.4655462184874,0
591,237.39563025210083,0
592,237.9183193277311,0
593,238.5220168067227,0
594,238.33915966386556,0
595,238.7072268907563,0
596,239.03159663865546,0
597,239.29546218487394,0
598,239.22084033613444,0
599,239.29983193277312,0
600,239.81579831932774,0
601,238.810756302521,0
602,235.31966386554623,0
603,234.38789915966387,0
604,234.00470588235294,0
605,236.59798319327732,0
606,236.6618487394958,0
607,236.53747899159663,0
608,238.13411764705882,0
609,237.72403361344539,0
610,238.13546218487394,0
611,238.2268907563025,0
612,238.32134453781512,0
613,238.48403361344538,0
614,238.57042016806722,0
615,238.89411764705883,0
616,239.48739495798318,0
617,239.42386554621848,0
618,239.65512605042017,0
619,238.64773109243697,0
620,239.29378151260505,0
621,239.69579831932774,0
622,239.6272268907563,0
623,239.7196638655462,0
624,239.86621848739495,0
625,236.72403361344539,0
626,235.44067226890758,0
627,234.68672268907562,0
628,234.98453781512606,0
629,236.8235294117647,0
630,237.40806722689075,0
631,237.44873949579832,0
632,237.15394957983193,0
633,237.14084033613446,0
634,237.54991596638655,0
635,237.8440336134454,0
636,237.87159663865546,0
637,238.3381512605042,0
638,238.88134453781512,0
639,238.74420168067226,0
640,238.89848739495798,0
641,239.1347899159664,0
642,239.22453781512604,0
643,238.79764705882354,0
644,237.88638655462185,0
645,237.20436974789916,0
646,237.19361344537816,0
647,237.7583193277311,0
648,236.5633613445378,0
649,235.14655462184874,0
650,235.1636974789916,0
651,235.92369747899158,0
652,238.92470588235295,0
653,239.80672268907563,0
654,239.96,0
655,240.07899159663864,0
656,238.8396638655462,0
657,239.4070588235294,0
658,239.71529411764706,0
659,239.89680672268906,0
660,239.98823529411766,0
661,239.98756302521008,0
662,239.74991596638657,0
663,237.09008403361344,0
664,236.89411764705883,0
665,236.61210084033613,0
666,236.12672268907562,0
667,236.04235294117646,0
668,236.08773109243697,0
669,238.59394957983193,0
670,238.68806722689075,0
671,237.14420168067227,0
672,234.57008403361345,0
673,233.35159663865545,0
674,233.31394957983193,0
675,235.57949579831933,0
676,235.61512605042017,0
677,237.97512605042016,0
678,237.80302521008403,0
679,237.6386554621849,0
680,237.30957983193278,0
681,237.1838655462185,0
682,236.92605042016805,0
683,237.10655462184874,0
684,236.8783193277311,0
685,237.130756302521,0
686,237.330756302521,0
687,237.3468907563025,0
688,237.13613445378152,0
689,237.0836974789916,0
690,237.5929411764706,0
691,237.8655462184874,0
692,240.60873949579832,0
693,240.71495798319327,0
694,240.89915966386553,0
695,239.90588235294118,0
696,237.21512605042017,0
697,235.09176470588235,0
698,234.1203361344538,0
699,234.0329411764706,0
700,233.78857142857143,0
701,237.73579831932773,0
702,239.5105882352941,0
703,239.3505882352941,0
704,239.4742857142857,0
705,239.68,0
706,239.9472268907563,0
707,239.99529411764706,0
708,240.54957983193276,0
709,240.8346218487395,0
710,241.23260504201681,0
711,241.7636974789916,0
712,241.6090756302521,0
713,241.741512605042,0
714,241.14823529411765,0
715,241.43529411764706,0
716,241.5509243697479,0
717,242.15361344537814,0
718,242.6490756302521,0
719,240.41613445378152,0
720,238.0894117647059,0
721,236.28302521008402,0
722,236.0127731092437,0
723,235.9505882352941,0
724,239.18050420168066,0
725,239.21747899159664,0
726,239.21008403361344,0
727,239.0981512605042,0
728,238.55126050420168,0
729,238.56470588235294,0
730,238.75126050420167,0
731,239.21075630252102,0
732,239.5324369747899,0
733,240.14857142857142,0
734,240.54453781512606,0
735,240.75764705882352,0
736,241.1781512605042,0
737,241.25243697478993,0
738,241.61949579831932,0
739,241.69378151260503,0
740,242.31025210084033,0
741,239.7727731092437,0
742,237.4853781512605,0
743,235.39226890756302,0
744,234.7905882352941,0
745,238.38789915966387,0
746,238.15798319327732,0
747,238.69983193277312,0
748,238.9818487394958,0
749,238.8873949579832,0
750,238.57378151260505,0
751,238.59865546218487,0
752,239.12840336134454,0
753,239.54218487394957,0
754,240.25142857142856,0
755,240.38050420168068,0
756,240.96974789915967,0
757,241.0813445378151,0
758,241.4964705882353,0
759,241.68,0
760,242.25176470588235,0
761,242.3761344537815,0
762,242.53042016806722,0
763,241.9966386554622,0
764,241.21176470588236,0
765,238.31899159663865,0
766,236.40134453781513,0
767,235.7579831932773,0
768,236.15193277310925,0
769,236.87428571428572,0
770,236.38420168067228,0
771,236.97243697478993,0
772,239.59025210084033,0
773,239.3216806722689,0
774,239.19394957983192,0
775,239.36235294117648,0
776,240.01008403361345,0
777,240.27327731092436,0
778,240.56672268907562,0
779,240.71025210084034,0
780,241.3687394957983,0
781,241.31495798319327,0
782,241.5852100840336,0
783,241.6201680672269,0
784,242.14991596638654,0
785,242.01949579831933,0
786,241.3257142857143,0
787,236.86487394957985,0
788,234.8,0
789,234.38857142857142,0
790,237.5603361344538,0
791,237.2342857142857,0
792,236.847731092437,0
793,239.57344537815126,0
794,239.36067226890756,0
795,239.30756302521007,0
796,239.46621848739497,0
797,239.9852100840336,0
798,240.23126050420169,0
799,240.3801680672269,0
800,240.49008403361344,0
801,240.82857142857142,0
802,240.94117647058823,0
803,241.5112605042017,0
804,241.23697478991596,0
805,241.34285714285716,0
806,241.51764705882354,0
807,241.29613445378152,0
808,237.38319327731094,0
809,234.66319327731094,0
810,233.44067226890758,0
811,233.57915966386554,0
812,237.2941176470588,0
813,237.2124369747899,0
814,237.59159663865546,0
815,239.91394957983192,0
816,239.47529411764705,0
817,239.53344537815127,0
818,239.46789915966386,0
819,239.8961344537815,0
820,240.33142857142857,0
821,240.66588235294117,0
822,240.87865546218487,0
823,241.18084033613445,0
824,241.1744537815126,0
825,241.63899159663865,0
826,241.74957983193278,0
827,240.91193277310924,0
828,241.35731092436976,0
829,241.77915966386556,0
830,241.2036974789916,0
831,238.75899159663865,0
832,233.17042016806724,0
833,233.50453781512604,0
834,233.92336134453782,0
835,237.20067226890757,0
836,236.6705882352941,0
837,236.95025210084034,0
838,239.567731092437,0
839,239.19596638655463,0
840,239.22151260504202,0
841,239.2910924369748,0
842,239.7159663865546,0
843,239.97008403361343,0
844,240.03663865546218,0
845,240.42689075630253,0
846,240.7129411764706,0
847,240.68336134453781,0
848,240.8490756302521,0
849,241.08605042016808,0
850,241.19697478991597,0
851,241.6,0
852,241.75226890756304,0
853,238.6255462184874,0
854,236.7546218487395,0
855,235.41344537815127,0
856,234.9929411764706,0
857,238.28773109243699,0
858,237.61176470588236,0
859,237.8289075630252,0
860,237.74453781512605,0
861,237.8087394957983,0
862,238.02252100840337,0
863,238.34252100840337,0
864,238.3983193277311,0
865,239.1875630252101,0
866,239.33512605042017,0
867,239.54689075630253,0
868,239.88806722689077,0
869,240.2870588235294,0
870,240.67394957983194,0
871,240.75932773109244,0
872,240.6487394957983,0
873,240.80974789915967,0
874,241.14319327731093,0
875,240.41210084033614,0
876,238.50957983193277,0
877,237.33848739495798,0
878,235.96436974789916,0
879,235.95966386554622,0
880,236.3109243697479,0
881,239.18117647058824,0
882,238.28134453781513,0
883,238.08067226890756,0
884,238.62521008403363,0
885,238.67966386554622,0
886,238.33042016806723,0
887,238.61411764705883,0
888,239.33344537815125,0
889,239.53411764705882,0
890,239.75764705882352,0
891,240.07899159663864,0
892,240.53949579831934,0
893,240.6635294117647,0
894,240.83529411764707,0
895,240.77546218487396,0
896,241.0705882352941,0
897,241.46588235294118,0
898,241.59025210084033,0
899,239.0490756302521,0
900,237.17546218487394,0
